Final form without custom sprite;;pre-evos that have custom sprites;;;
227.154; evolves from : ;227.152;;;
232.154; evolves from : ;231.152;;;
255.154; evolves from : ;200.152;;;
263.154; evolves from : ;81.152;;;
266.154; evolves from : ;266.152;114.152;;
275.154; evolves from : ;275.153;233.152;137.152;
278.154; evolves from : ;276.152;;;
288.154; evolves from : ;285.152;;;
308.154; evolves from : ;308.153;;;
314.154; evolves from : ;387.152;;;
339.154; evolves from : ;339.153;;;
349.154; evolves from : ;349.153;;;
352.154; evolves from : ;352.153;400.152;;
353.154; evolves from : ;353.152;;;
354.154; evolves from : ;354.153;;;
357.154; evolves from : ;357.153;;;
377.154; evolves from : ;375.152;;;
383.154; evolves from : ;294.152;;;
15.157; evolves from : ;15.156;;;
18.157; evolves from : ;16.155;;;
20.157; evolves from : ;19.155;;;
34.157; evolves from : ;33.155;;;
57.157; evolves from : ;56.155;;;
80.157; evolves from : ;79.155;;;
135.157; evolves from : ;133.155;;;
136.157; evolves from : ;133.155;;;
139.157; evolves from : ;138.155;;;
164.157; evolves from : ;163.155;;;
266.157; evolves from : ;114.155;;;
272.157; evolves from : ;133.155;;;
288.157; evolves from : ;285.155;;;
299.157; evolves from : ;297.155;;;
332.157; evolves from : ;388.155;;;
335.157; evolves from : ;335.155;;;
361.157; evolves from : ;409.155;;;
367.157; evolves from : ;365.155;;;
373.157; evolves from : ;373.155;;;
18.160; evolves from : ;16.158;;;
20.160; evolves from : ;19.158;;;
57.160; evolves from : ;56.158;;;
68.160; evolves from : ;66.158;;;
103.160; evolves from : ;102.158;;;
134.160; evolves from : ;133.158;;;
135.160; evolves from : ;133.158;;;
136.160; evolves from : ;133.158;;;
151.160; evolves from : ;151.158;;;
164.160; evolves from : ;163.158;;;
171.160; evolves from : ;170.158;;;
189.160; evolves from : ;189.159;187.158;;
196.160; evolves from : ;133.158;;;
197.160; evolves from : ;133.158;;;
202.160; evolves from : ;202.158;;;
211.160; evolves from : ;211.159;;;
232.160; evolves from : ;231.158;;;
249.160; evolves from : ;249.158;;;
250.160; evolves from : ;250.158;;;
266.160; evolves from : ;114.158;;;
271.160; evolves from : ;133.158;;;
272.160; evolves from : ;133.158;;;
288.160; evolves from : ;285.158;;;
324.160; evolves from : ;322.158;;;
339.160; evolves from : ;133.158;;;
367.160; evolves from : ;365.158;;;
381.160; evolves from : ;381.158;;;
3.162; evolves from : ;1.161;;;
6.162; evolves from : ;4.161;;;
9.162; evolves from : ;7.161;;;
18.162; evolves from : ;16.161;;;
49.162; evolves from : ;48.161;;;
55.162; evolves from : ;54.161;;;
62.162; evolves from : ;60.161;;;
87.162; evolves from : ;86.161;;;
139.162; evolves from : ;138.161;;;
141.162; evolves from : ;140.161;;;
154.162; evolves from : ;152.161;;;
157.162; evolves from : ;155.161;;;
164.162; evolves from : ;163.161;;;
166.162; evolves from : ;165.161;;;
169.162; evolves from : ;41.161;;;
186.162; evolves from : ;60.161;;;
197.162; evolves from : ;197.161;;;
229.162; evolves from : ;228.161;;;
266.162; evolves from : ;114.161;;;
281.162; evolves from : ;279.161;;;
288.162; evolves from : ;285.161;;;
300.162; evolves from : ;300.161;;;
318.162; evolves from : ;316.161;;;
352.162; evolves from : ;400.161;;;
383.162; evolves from : ;294.161;;;
6.164; evolves from : ;5.163;4.163;;
9.164; evolves from : ;7.163;;;
18.164; evolves from : ;16.163;;;
24.164; evolves from : ;23.163;;;
31.164; evolves from : ;29.163;;;
34.164; evolves from : ;32.163;;;
38.164; evolves from : ;37.163;;;
47.164; evolves from : ;46.163;;;
49.164; evolves from : ;48.163;;;
53.164; evolves from : ;52.163;;;
57.164; evolves from : ;56.163;;;
59.164; evolves from : ;58.163;;;
101.164; evolves from : ;100.163;;;
122.164; evolves from : ;122.163;258.163;;
124.164; evolves from : ;238.163;;;
141.164; evolves from : ;140.163;;;
154.164; evolves from : ;152.163;;;
157.164; evolves from : ;155.163;;;
160.164; evolves from : ;158.163;;;
162.164; evolves from : ;161.163;;;
166.164; evolves from : ;165.163;;;
171.164; evolves from : ;170.163;;;
186.164; evolves from : ;61.163;60.163;;
199.164; evolves from : ;79.163;;;
201.164; evolves from : ;201.163;;;
202.164; evolves from : ;253.163;;;
206.164; evolves from : ;206.163;;;
211.164; evolves from : ;211.163;;;
249.164; evolves from : ;249.163;;;
254.164; evolves from : ;190.163;;;
266.164; evolves from : ;114.163;;;
281.164; evolves from : ;279.163;;;
284.164; evolves from : ;282.163;;;
318.164; evolves from : ;318.163;317.163;316.163;
321.164; evolves from : ;321.163;320.163;319.163;
332.164; evolves from : ;388.163;;;
333.164; evolves from : ;391.163;;;
362.164; evolves from : ;411.163;;;
383.164; evolves from : ;294.163;;;
12.166; evolves from : ;11.165;10.165;;
18.166; evolves from : ;16.165;;;
26.166; evolves from : ;25.165;172.165;;
45.166; evolves from : ;43.165;;;
53.166; evolves from : ;52.165;;;
68.166; evolves from : ;66.165;;;
89.166; evolves from : ;88.165;;;
164.166; evolves from : ;163.165;;;
168.166; evolves from : ;167.165;;;
171.166; evolves from : ;170.165;;;
182.166; evolves from : ;43.165;;;
186.166; evolves from : ;186.165;;;
267.166; evolves from : ;239.165;;;
274.166; evolves from : ;220.165;;;
287.166; evolves from : ;285.165;;;
313.166; evolves from : ;311.165;;;
362.166; evolves from : ;411.165;;;
372.166; evolves from : ;417.165;;;
383.166; evolves from : ;294.165;;;
9.168; evolves from : ;8.167;;;
57.168; evolves from : ;56.167;;;
62.168; evolves from : ;60.167;;;
103.168; evolves from : ;102.167;;;
130.168; evolves from : ;130.167;129.167;;
134.168; evolves from : ;133.167;;;
135.168; evolves from : ;133.167;;;
136.168; evolves from : ;133.167;;;
149.168; evolves from : ;148.167;;;
162.168; evolves from : ;161.167;;;
166.168; evolves from : ;165.167;;;
168.168; evolves from : ;167.167;;;
171.168; evolves from : ;170.167;;;
186.168; evolves from : ;60.167;;;
196.168; evolves from : ;133.167;;;
197.168; evolves from : ;133.167;;;
202.168; evolves from : ;253.167;;;
235.168; evolves from : ;235.167;;;
242.168; evolves from : ;259.167;;;
243.168; evolves from : ;243.167;;;
254.168; evolves from : ;190.167;;;
271.168; evolves from : ;133.167;;;
272.168; evolves from : ;133.167;;;
288.168; evolves from : ;286.167;285.167;;
289.168; evolves from : ;289.167;;;
308.168; evolves from : ;307.167;;;
313.168; evolves from : ;311.167;;;
339.168; evolves from : ;133.167;;;
353.168; evolves from : ;402.167;;;
363.168; evolves from : ;412.167;;;
372.168; evolves from : ;417.167;;;
383.168; evolves from : ;294.167;;;
18.169; evolves from : ;16.41;;;
20.169; evolves from : ;20.42;20.41;19.41;
31.169; evolves from : ;31.41;30.41;29.41;
38.169; evolves from : ;38.42;38.41;37.41;
40.169; evolves from : ;40.42;;;
49.169; evolves from : ;49.42;49.41;48.41;
51.169; evolves from : ;50.41;;;
55.169; evolves from : ;54.41;;;
57.169; evolves from : ;57.42;57.41;56.41;
71.169; evolves from : ;71.42;70.41;69.41;
80.169; evolves from : ;80.42;79.41;;
83.169; evolves from : ;83.42;83.41;;
87.169; evolves from : ;86.41;;;
94.169; evolves from : ;94.42;92.41;;
97.169; evolves from : ;96.41;;;
103.169; evolves from : ;103.42;;;
110.169; evolves from : ;110.41;109.41;;
121.169; evolves from : ;120.41;;;
132.169; evolves from : ;132.42;;;
134.169; evolves from : ;133.41;;;
135.169; evolves from : ;133.41;;;
141.169; evolves from : ;141.42;140.41;;
142.169; evolves from : ;142.41;;;
150.169; evolves from : ;150.42;150.41;;
151.169; evolves from : ;151.41;;;
169.169; evolves from : ;169.42;42.41;;
182.169; evolves from : ;44.41;43.41;;
199.169; evolves from : ;199.42;79.41;;
201.169; evolves from : ;201.42;201.41;;
202.169; evolves from : ;202.42;;;
219.169; evolves from : ;219.42;;;
229.169; evolves from : ;228.41;;;
237.169; evolves from : ;237.41;;;
256.169; evolves from : ;198.41;;;
264.169; evolves from : ;264.42;;;
265.169; evolves from : ;111.41;;;
270.169; evolves from : ;193.41;;;
271.169; evolves from : ;133.41;;;
273.169; evolves from : ;273.42;;;
288.169; evolves from : ;286.41;285.41;;
289.169; evolves from : ;382.41;;;
295.169; evolves from : ;295.42;;;
302.169; evolves from : ;302.42;;;
310.169; evolves from : ;310.41;;;
313.169; evolves from : ;311.41;;;
332.169; evolves from : ;388.41;;;
337.169; evolves from : ;397.41;;;
343.169; evolves from : ;343.41;;;
350.169; evolves from : ;350.41;;;
356.169; evolves from : ;382.41;;;
363.169; evolves from : ;412.41;;;
373.169; evolves from : ;373.41;;;
377.169; evolves from : ;375.41;;;
3.171; evolves from : ;3.170;2.170;1.170;
6.171; evolves from : ;6.170;5.170;4.170;
9.171; evolves from : ;9.170;8.170;7.170;
12.171; evolves from : ;12.170;11.170;10.170;
18.171; evolves from : ;18.170;17.170;16.170;
22.171; evolves from : ;22.170;21.170;;
24.171; evolves from : ;24.170;23.170;;
26.171; evolves from : ;26.170;25.170;;
28.171; evolves from : ;28.170;27.170;;
34.171; evolves from : ;33.170;;;
45.171; evolves from : ;43.170;;;
80.171; evolves from : ;79.170;;;
91.171; evolves from : ;90.170;;;
94.171; evolves from : ;92.170;;;
97.171; evolves from : ;96.170;;;
99.171; evolves from : ;98.170;;;
103.171; evolves from : ;102.170;;;
110.171; evolves from : ;109.170;;;
124.171; evolves from : ;124.170;;;
132.171; evolves from : ;132.170;;;
143.171; evolves from : ;260.170;;;
149.171; evolves from : ;147.170;;;
154.171; evolves from : ;152.170;;;
164.171; evolves from : ;163.170;;;
182.171; evolves from : ;43.170;;;
184.171; evolves from : ;184.170;183.170;252.170;
186.171; evolves from : ;186.170;;;
189.171; evolves from : ;189.170;;;
192.171; evolves from : ;192.170;;;
199.171; evolves from : ;79.170;;;
201.171; evolves from : ;201.170;;;
206.171; evolves from : ;206.170;;;
219.171; evolves from : ;219.170;;;
222.171; evolves from : ;222.170;;;
225.171; evolves from : ;225.170;;;
230.171; evolves from : ;116.170;;;
254.171; evolves from : ;190.170;;;
263.171; evolves from : ;81.170;;;
264.171; evolves from : ;108.170;;;
266.171; evolves from : ;114.170;;;
267.171; evolves from : ;267.170;;;
288.171; evolves from : ;286.170;285.170;;
289.171; evolves from : ;289.170;;;
313.171; evolves from : ;311.170;;;
329.171; evolves from : ;329.170;;;
338.171; evolves from : ;399.170;;;
340.171; evolves from : ;340.170;;;
341.171; evolves from : ;341.170;;;
346.171; evolves from : ;346.170;;;
349.171; evolves from : ;349.170;;;
350.171; evolves from : ;350.170;;;
351.171; evolves from : ;351.170;;;
352.171; evolves from : ;400.170;;;
353.171; evolves from : ;402.170;;;
357.171; evolves from : ;357.170;405.170;;
358.171; evolves from : ;358.170;;;
362.171; evolves from : ;362.170;411.170;;
364.171; evolves from : ;413.170;;;
370.171; evolves from : ;370.170;;;
371.171; evolves from : ;371.170;;;
377.171; evolves from : ;377.170;376.170;375.170;
381.171; evolves from : ;381.170;;;
3.178; evolves from : ;3.177;2.177;1.177;
6.178; evolves from : ;6.177;5.177;4.177;
9.178; evolves from : ;9.177;8.177;7.177;
15.178; evolves from : ;15.177;14.177;13.177;
18.178; evolves from : ;18.177;17.177;16.177;
20.178; evolves from : ;20.177;19.177;;
24.178; evolves from : ;24.177;23.177;;
26.178; evolves from : ;26.177;25.177;172.177;
31.178; evolves from : ;31.177;30.177;29.177;
34.178; evolves from : ;34.177;33.177;32.177;
38.178; evolves from : ;38.177;37.177;;
40.178; evolves from : ;40.177;39.177;174.177;
45.178; evolves from : ;45.177;44.177;43.177;
47.178; evolves from : ;47.177;46.177;;
49.178; evolves from : ;49.177;48.177;;
51.178; evolves from : ;51.177;50.177;;
53.178; evolves from : ;53.177;52.177;;
55.178; evolves from : ;55.177;54.177;;
57.178; evolves from : ;57.177;56.177;;
59.178; evolves from : ;59.177;58.177;;
62.178; evolves from : ;62.177;61.177;60.177;
65.178; evolves from : ;65.177;64.177;63.177;
68.178; evolves from : ;68.177;67.177;66.177;
71.178; evolves from : ;71.177;70.177;69.177;
73.178; evolves from : ;73.177;72.177;;
76.178; evolves from : ;76.177;75.177;74.177;
78.178; evolves from : ;78.177;77.177;;
80.178; evolves from : ;80.177;79.177;;
83.178; evolves from : ;83.177;;;
85.178; evolves from : ;85.177;84.177;;
87.178; evolves from : ;87.177;86.177;;
89.178; evolves from : ;89.177;88.177;;
91.178; evolves from : ;91.177;90.177;;
99.178; evolves from : ;99.177;98.177;;
101.178; evolves from : ;101.177;100.177;;
103.178; evolves from : ;103.177;102.177;;
105.178; evolves from : ;105.177;104.177;;
106.178; evolves from : ;106.177;;;
107.178; evolves from : ;107.177;;;
110.178; evolves from : ;110.177;109.177;;
115.178; evolves from : ;115.177;;;
119.178; evolves from : ;119.177;118.177;;
121.178; evolves from : ;121.177;120.177;;
122.178; evolves from : ;122.177;;;
124.178; evolves from : ;124.177;;;
127.178; evolves from : ;127.177;;;
128.178; evolves from : ;128.177;;;
130.178; evolves from : ;130.177;129.177;;
131.178; evolves from : ;131.177;;;
134.178; evolves from : ;134.177;133.177;;
135.178; evolves from : ;135.177;133.177;;
136.178; evolves from : ;136.177;133.177;;
139.178; evolves from : ;139.177;138.177;;
141.178; evolves from : ;141.177;140.177;;
142.178; evolves from : ;142.177;;;
143.178; evolves from : ;143.177;;;
144.178; evolves from : ;144.177;;;
145.178; evolves from : ;145.177;;;
146.178; evolves from : ;146.177;;;
149.178; evolves from : ;149.177;148.177;147.177;
150.178; evolves from : ;150.177;;;
151.178; evolves from : ;151.177;;;
154.178; evolves from : ;154.177;153.177;152.177;
157.178; evolves from : ;157.177;156.177;155.177;
160.178; evolves from : ;160.177;159.177;158.177;
162.178; evolves from : ;162.177;161.177;;
166.178; evolves from : ;166.177;165.177;;
168.178; evolves from : ;168.177;167.177;;
169.178; evolves from : ;169.177;42.177;41.177;
171.178; evolves from : ;171.177;170.177;;
182.178; evolves from : ;44.177;43.177;;
186.178; evolves from : ;186.177;61.177;60.177;
189.178; evolves from : ;187.177;;;
199.178; evolves from : ;79.177;;;
201.178; evolves from : ;201.177;;;
208.178; evolves from : ;95.177;;;
212.178; evolves from : ;123.177;;;
230.178; evolves from : ;117.177;116.177;;
235.178; evolves from : ;235.177;;;
242.178; evolves from : ;113.177;;;
263.178; evolves from : ;82.177;81.177;;
264.178; evolves from : ;108.177;;;
265.178; evolves from : ;112.177;111.177;;
266.178; evolves from : ;114.177;;;
267.178; evolves from : ;125.177;;;
268.178; evolves from : ;126.177;;;
271.178; evolves from : ;133.177;;;
272.178; evolves from : ;133.177;;;
313.178; evolves from : ;311.177;;;
338.178; evolves from : ;338.177;;;
339.178; evolves from : ;133.177;;;
342.178; evolves from : ;342.177;;;
361.178; evolves from : ;410.177;;;
367.178; evolves from : ;367.177;366.177;365.177;
370.178; evolves from : ;370.177;;;
377.178; evolves from : ;375.177;;;
20.181; evolves from : ;20.180;;;
22.181; evolves from : ;21.179;;;
78.181; evolves from : ;77.179;;;
91.181; evolves from : ;91.179;;;
94.181; evolves from : ;92.179;;;
97.181; evolves from : ;96.179;;;
99.181; evolves from : ;98.179;;;
136.181; evolves from : ;133.179;;;
143.181; evolves from : ;260.179;;;
162.181; evolves from : ;162.180;161.179;;
166.181; evolves from : ;166.180;165.179;;
171.181; evolves from : ;170.179;;;
182.181; evolves from : ;182.180;;;
185.181; evolves from : ;257.179;;;
196.181; evolves from : ;133.179;;;
255.181; evolves from : ;200.179;;;
272.181; evolves from : ;133.179;;;
288.181; evolves from : ;285.179;;;
290.181; evolves from : ;290.180;;;
296.181; evolves from : ;384.179;;;
321.181; evolves from : ;319.179;;;
332.181; evolves from : ;388.179;;;
334.181; evolves from : ;392.179;;;
338.181; evolves from : ;399.179;;;
339.181; evolves from : ;339.180;133.179;;
359.181; evolves from : ;406.179;;;
360.181; evolves from : ;360.180;360.179;;
3.182; evolves from : ;3.43;2.43;1.43;
9.182; evolves from : ;7.43;;;
12.182; evolves from : ;11.43;10.43;;
18.182; evolves from : ;17.43;16.43;;
20.182; evolves from : ;19.43;;;
38.182; evolves from : ;37.43;;;
40.182; evolves from : ;39.43;174.43;;
49.182; evolves from : ;49.44;49.43;48.43;
51.182; evolves from : ;51.44;;;
53.182; evolves from : ;53.43;52.43;;
57.182; evolves from : ;56.43;;;
59.182; evolves from : ;58.43;;;
62.182; evolves from : ;62.44;61.43;60.43;
65.182; evolves from : ;64.43;63.43;;
80.182; evolves from : ;79.43;;;
83.182; evolves from : ;83.44;83.43;;
87.182; evolves from : ;86.43;;;
89.182; evolves from : ;89.44;89.43;88.43;
94.182; evolves from : ;93.43;92.43;;
97.182; evolves from : ;96.43;;;
101.182; evolves from : ;100.43;;;
107.182; evolves from : ;107.43;;;
121.182; evolves from : ;120.43;;;
128.182; evolves from : ;128.43;;;
164.182; evolves from : ;163.43;;;
169.182; evolves from : ;169.43;42.43;41.43;
171.182; evolves from : ;170.43;;;
178.182; evolves from : ;177.43;;;
186.182; evolves from : ;61.43;60.43;;
206.182; evolves from : ;206.43;;;
217.182; evolves from : ;216.43;;;
229.182; evolves from : ;229.44;228.43;;
255.182; evolves from : ;200.43;;;
256.182; evolves from : ;198.43;;;
263.182; evolves from : ;81.43;;;
274.182; evolves from : ;274.43;;;
281.182; evolves from : ;279.43;;;
296.182; evolves from : ;296.43;384.43;;
299.182; evolves from : ;297.43;;;
347.182; evolves from : ;347.44;347.43;;
381.182; evolves from : ;381.44;381.43;;
45.184; evolves from : ;43.252;;;
49.184; evolves from : ;48.183;48.252;;
85.184; evolves from : ;84.183;84.252;;
99.184; evolves from : ;98.183;98.252;;
105.184; evolves from : ;104.252;;;
106.184; evolves from : ;236.252;;;
135.184; evolves from : ;133.183;;;
154.184; evolves from : ;152.252;;;
168.184; evolves from : ;167.183;167.252;;
171.184; evolves from : ;170.183;170.252;;
